iter	Logloss
0	0.670543906
1	0.6508787147
2	0.6315801932
3	0.6132068423
4	0.5949614211
5	0.5758718088
6	0.5594116267
7	0.5429577969
8	0.5258949622
9	0.5104121408
10	0.4947719677
11	0.4807128963
12	0.4675163395
13	0.4544756933
14	0.44092803
15	0.4284335708
16	0.4161035444
17	0.4042963735
18	0.3932978619
19	0.3821809967
20	0.3715685159
21	0.3622658099
22	0.3518378193
23	0.3421038305
24	0.3333551835
25	0.3253601326
26	0.3172572746
27	0.3092656013
28	0.3009630174
29	0.2935972961
30	0.2862555491
31	0.2797451465
32	0.2735271906
33	0.2673127345
34	0.2602882475
35	0.2545189819
36	0.2479025637
37	0.2418125782
38	0.2365981878
39	0.2317186026
40	0.2272919058
41	0.2231508794
42	0.2188208743
43	0.2147205479
44	0.2104970665
45	0.2065030302
46	0.2028115844
47	0.1985120386
48	0.1945066244
49	0.190193945
50	0.186670453
51	0.1832221831
52	0.1795485781
53	0.1763943197
54	0.1732743873
55	0.1704012601
56	0.1671197687
57	0.1645826029
58	0.1615551544
59	0.159319364
60	0.156717835
61	0.1542987294
62	0.1518401827
63	0.1497298748
64	0.1473207624
65	0.145104838
66	0.1429506978
67	0.1409401269
68	0.1386633628
69	0.1368083467
70	0.1347212198
71	0.1325288308
72	0.1308045258
73	0.1284986433
74	0.1261644155
75	0.1242843548
76	0.1226308638
77	0.1210862997
78	0.1192636813
79	0.1169545059
80	0.1157711149
81	0.114399517
82	0.1127916988
83	0.1108317393
84	0.1095110253
85	0.1082577984
86	0.10683119
87	0.1053706885
88	0.1038848806
89	0.1027210978
90	0.1016260626
91	0.1003716024
92	0.09903768546
93	0.09753524544
94	0.09651935901
95	0.09519865337
96	0.09419925362
97	0.09325335478
98	0.09221271122
99	0.09124843088
100	0.09029047565
101	0.08901335599
102	0.08799513973
103	0.08704976294
104	0.08625057496
105	0.08511588371
106	0.08406666843
107	0.08316796018
108	0.08253034003
109	0.08162970859
110	0.08096625325
111	0.08019330836
112	0.07929644244
113	0.07843616696
114	0.07772155512
115	0.07707567831
116	0.07644983054
117	0.07568792097
118	0.07497402001
119	0.07422394609
120	0.0735690617
121	0.07286430445
122	0.07225525391
123	0.07180375733
124	0.07119900799
125	0.07066796029
126	0.07003832069
127	0.0696042576
128	0.06899667267
129	0.0684611897
130	0.06797915939
131	0.06755843955
132	0.06701034697
133	0.06656201125
134	0.06604930387
135	0.06562092241
136	0.06521355182
137	0.06475735922
138	0.06420425159
139	0.06354326169
140	0.06320216097
141	0.06272429956
142	0.06225326417
143	0.06181595845
144	0.06129593464
145	0.06085169155
146	0.0604527472
147	0.06001780089
148	0.05966471075
149	0.05929933962
150	0.05887395283
151	0.05849815528
152	0.05810473203
153	0.05767866473
154	0.05728561492
155	0.05701139997
156	0.0566956344
157	0.05639785468
158	0.0560218707
159	0.05570450978
160	0.05539935022
161	0.05504045318
162	0.05468269734
163	0.05437134214
164	0.05406766125
165	0.05365285018
166	0.05334481527
167	0.05307371971
168	0.0526351476
169	0.0524298277
170	0.05214839646
171	0.05192869952
172	0.05161834901
173	0.05141150315
174	0.05122140539
175	0.05100407495
176	0.05059248345
177	0.05033509872
178	0.05013597566
179	0.04991186915
180	0.04969483032
181	0.04947866804
182	0.04910201053
183	0.04892112119
184	0.04862260395
185	0.04838507434
186	0.0481279801
187	0.04796624238
188	0.04771808662
189	0.04750574955
190	0.04729047903
191	0.04710920028
192	0.04686139363
193	0.04658659052
194	0.04640837624
195	0.04618357261
196	0.0457327061
197	0.04553728491
198	0.04529350325
199	0.04511277504
200	0.04477626285
201	0.04463371869
202	0.04447860543
203	0.04424496304
204	0.04396633192
205	0.04379087018
206	0.04366883329
207	0.04351806621
208	0.04333178815
209	0.04307253563
210	0.04293326573
211	0.04277702496
212	0.04259462449
213	0.04242219796
214	0.04227440469
215	0.04214914673
216	0.04199192805
217	0.04185865641
218	0.04170669844
219	0.04160436002
220	0.0414562744
221	0.04132924928
222	0.04118081929
223	0.04102984783
224	0.04091997556
225	0.04077800016
226	0.0405784438
227	0.04041102512
228	0.04028395779
229	0.04018277344
230	0.04006721399
231	0.03997335162
232	0.03982422494
233	0.03964984263
234	0.03958190299
235	0.03942445864
236	0.03912304417
237	0.03899019968
238	0.0387913833
239	0.03863573586
240	0.03856571165
241	0.03843423382
242	0.03826901647
243	0.03815412406
244	0.03808274851
245	0.03797277615
246	0.03782601298
247	0.03769487328
248	0.0374952094
249	0.03733475726
250	0.03721857496
251	0.03712439594
252	0.03698926569
253	0.03689920862
254	0.03680048632
255	0.03666455487
256	0.03655461296
257	0.03645789946
258	0.0363102527
259	0.03622066753
260	0.03611448255
261	0.03595125087
262	0.03583347679
263	0.03574975
264	0.03562055378
265	0.03546538554
266	0.03532990384
267	0.03523228615
268	0.0350996876
269	0.03492170428
270	0.0348657261
271	0.03477326381
272	0.03448282802
273	0.03440625889
274	0.03430355837
275	0.03422598718
276	0.03413566866
277	0.03407048185
278	0.03395752983
279	0.03387582235
280	0.0338071413
281	0.03367325185
282	0.0335552498
283	0.03347952322
284	0.0333762164
285	0.03326444637
286	0.03316280578
287	0.0330099978
288	0.03290547497
289	0.03280982376
290	0.03273580624
291	0.03264301695
292	0.03243035782
293	0.0322628486
294	0.03221272026
295	0.03209559888
296	0.03204781159
297	0.0318986099
298	0.03171268045
299	0.03162988806
300	0.03155149218
301	0.03145261754
302	0.03131162901
303	0.03124334138
304	0.0311728976
305	0.03112941528
306	0.03106053312
307	0.0309994198
308	0.03095689491
309	0.03082532779
310	0.03072486362
311	0.03048927853
312	0.0304222847
313	0.03032880132
314	0.03023792465
315	0.03016075854
316	0.03009004296
317	0.02998464382
318	0.02993717682
319	0.02981805166
320	0.02978092113
321	0.02964541912
322	0.02958150758
323	0.02952206725
324	0.02943937399
325	0.02937482324
326	0.02931658291
327	0.02924510886
328	0.02917059749
329	0.02907696301
330	0.02899482483
331	0.02891259984
332	0.02885760425
333	0.02875942453
334	0.02868746052
335	0.028623502
336	0.02857925545
337	0.02845892916
338	0.02839341464
339	0.02833335651
340	0.02827114475
341	0.02820920054
342	0.02813935551
343	0.02804951341
344	0.02798823445
345	0.02790207484
346	0.02782643482
347	0.02769791292
348	0.02763364665
349	0.02758005542
350	0.02754182729
351	0.02746388174
352	0.02740744888
353	0.02737124049
354	0.02728116206
355	0.02723868018
356	0.02719802182
357	0.02711178083
358	0.02706073872
359	0.0270114483
360	0.02685077438
361	0.02674582025
362	0.02670361492
363	0.02658192923
364	0.02655835712
365	0.0264805645
366	0.02639792682
367	0.02636537082
368	0.02633042452
369	0.02626462174
370	0.02622942743
371	0.02619105289
372	0.02614445413
373	0.02603828465
374	0.02596079793
375	0.02588350771
376	0.02581194916
377	0.02573626836
378	0.0256844125
379	0.0256212853
380	0.02557673362
381	0.02548823248
382	0.02541898005
383	0.02533916015
384	0.02527857094
385	0.02524815438
386	0.02517741159
387	0.02509106025
388	0.02494614012
389	0.02489214016
390	0.02481166466
391	0.02474268856
392	0.02465713209
393	0.0245947833
394	0.02454371149
395	0.02445091561
396	0.02441830309
397	0.02432742932
398	0.0242763061
399	0.02421662575
400	0.02415302424
401	0.02411241207
402	0.02407501041
403	0.02402303431
404	0.02399480793
405	0.02394602797
406	0.02384840392
407	0.02381731052
408	0.02373019279
409	0.02364966656
410	0.02354299178
411	0.02351159538
412	0.02347031214
413	0.02338226274
414	0.02332746304
415	0.02326057018
416	0.02320500416
417	0.02313477564
418	0.02307227312
419	0.0229690026
420	0.02291351004
421	0.02282575773
422	0.02276367311
423	0.02272252843
424	0.02263555186
425	0.02260062751
426	0.02252091395
427	0.02246798303
428	0.02243121963
429	0.02239127662
430	0.02226000831
431	0.02222722812
432	0.02219408779
433	0.02212614292
434	0.02207259268
435	0.02199254579
436	0.02194499245
437	0.02188544497
438	0.02182824953
439	0.02179845559
440	0.02171173507
441	0.02164745432
442	0.02159322038
443	0.02156615216
444	0.02146474473
445	0.02140099482
446	0.02134047099
447	0.02130584777
448	0.0212772699
449	0.02123169668
450	0.02112304654
451	0.02107429158
452	0.0210416487
453	0.02098696848
454	0.02094128342
455	0.02087790233
456	0.02082825724
457	0.02075769498
458	0.02064661031
459	0.02061048425
460	0.02053594966
461	0.02049699241
462	0.02035492622
463	0.02031989876
464	0.02029008597
465	0.02018249179
466	0.02011910759
467	0.020045728
468	0.01999195109
469	0.01992994134
470	0.01987584944
471	0.01983045298
472	0.0198002169
473	0.01974982265
474	0.01962111277
475	0.01958146956
476	0.01950079954
477	0.01944452445
478	0.01940224799
479	0.01937091709
480	0.01932294666
481	0.01925855842
482	0.01922662701
483	0.01917400778
484	0.01914321487
485	0.019091779
486	0.01905218762
487	0.01902024449
488	0.01900203542
489	0.01892740871
490	0.01888010139
491	0.0188272314
492	0.01876598659
493	0.01871873117
494	0.01866356795
495	0.01856474848
496	0.01852850428
497	0.01848851261
498	0.01846762072
499	0.01845455451
500	0.01843166274
501	0.01840370591
502	0.01836097129
503	0.0183098719
504	0.01827574426
505	0.01824379999
506	0.01819473764
507	0.01817253863
508	0.0181130856
509	0.01804229808
510	0.01799141306
511	0.01793535063
512	0.01788078607
513	0.01780105997
514	0.01775344238
515	0.01769473383
516	0.0176317682
517	0.01759387809
518	0.01756013849
519	0.01749986703
520	0.01745880567
521	0.01741469887
522	0.01739385557
523	0.01736537515
524	0.01731436285
525	0.01725505395
526	0.01722797019
527	0.01717468481
528	0.01710663178
529	0.01702307792
530	0.01697235299
531	0.01693827908
532	0.01689245574
533	0.01683788132
534	0.01677276427
535	0.01675491662
536	0.01669249043
537	0.01662684677
538	0.01657708619
539	0.01651206419
540	0.01646030729
541	0.0164287802
542	0.01639090337
543	0.01635482108
544	0.01632792861
545	0.01628185483
546	0.01623046272
547	0.0162053999
548	0.01617668519
549	0.0161428248
550	0.01610943675
551	0.01606970175
552	0.01602855338
553	0.01599442161
554	0.01594243596
555	0.01590397753
556	0.01585710548
557	0.01581151194
558	0.01579068196
559	0.01576771781
560	0.01572680411
561	0.01570292413
562	0.01567172265
563	0.01563517379
564	0.01562192948
565	0.01559371801
566	0.01556884567
567	0.01552563886
568	0.01548287363
569	0.0154415401
570	0.01540001731
571	0.01536452515
572	0.01532476108
573	0.01528983173
574	0.01526204614
575	0.01524351478
576	0.01522453868
577	0.01520003965
578	0.01514486847
579	0.01511579629
580	0.01508392412
581	0.01506589598
582	0.01502276866
583	0.01498415227
584	0.01496995393
585	0.014950936
586	0.01492793364
587	0.01488952421
588	0.01485545918
589	0.01483168878
590	0.01480088035
591	0.01476746893
592	0.01473345337
593	0.01470872543
594	0.01465708629
595	0.01461994231
596	0.01457918342
597	0.01452990885
598	0.01449741642
599	0.01445892122
600	0.01443170803
601	0.01435524272
602	0.01434153668
603	0.01425054101
604	0.01420006584
605	0.01417320726
606	0.01415392581
607	0.01413623928
608	0.01405269259
609	0.0139916867
610	0.01394909977
611	0.01392519082
612	0.01390112061
613	0.01386870614
614	0.013833966
615	0.01375763355
616	0.01371896452
617	0.01370543011
618	0.01367081107
619	0.0136448124
620	0.01360818951
621	0.01357863711
622	0.01353763352
623	0.01349320728
624	0.01345620618
625	0.0133763309
626	0.01334558264
627	0.01331738727
628	0.0132206067
629	0.01319571132
630	0.01316381906
631	0.013145546
632	0.01311498406
633	0.01309763802
634	0.01307581693
635	0.01303575435
636	0.01298903325
637	0.01296140988
638	0.0129456556
639	0.01291414025
640	0.01287485336
641	0.01284203548
642	0.01282347786
643	0.01278849512
644	0.01274263698
645	0.01272290638
646	0.01270049249
647	0.01267133371
648	0.01264225001
649	0.0126129052
650	0.0125872237
651	0.01253312744
652	0.01246446307
653	0.01243105781
654	0.01241530842
655	0.01238535775
656	0.01232868134
657	0.01229734859
658	0.01227093079
659	0.01223916697
660	0.01222773494
661	0.0121800202
662	0.01212089508
663	0.01210594565
664	0.01209427632
665	0.01207668869
666	0.01204374777
667	0.01201409331
668	0.01195292329
669	0.01193419177
670	0.01188814765
671	0.01185279797
672	0.0118173135
673	0.01178825165
674	0.0117734237
675	0.01174115365
676	0.01172224062
677	0.01170639321
678	0.01169058261
679	0.01166549114
680	0.01165436492
681	0.01161005007
682	0.0115700039
683	0.01153203011
684	0.01150445567
685	0.01146768434
686	0.01138683371
687	0.01136541461
688	0.01132953463
689	0.01128878075
690	0.01126366959
691	0.01122174909
692	0.01120943379
693	0.01117710938
694	0.01115507312
695	0.01112031597
696	0.01110630545
697	0.01107884263
698	0.01103855055
699	0.01101770239
700	0.01098970426
701	0.01095168903
702	0.01092365137
703	0.01091022601
704	0.01089178017
705	0.01086131947
706	0.01081214815
707	0.01077827882
708	0.01074245856
709	0.01070646565
710	0.01066936855
711	0.01063848793
712	0.01062170314
713	0.01058361054
714	0.0105512578
715	0.01051309462
716	0.01047539488
717	0.01044976105
718	0.01041814926
719	0.0104021348
720	0.01039489813
721	0.01037763393
722	0.01036387123
723	0.01034534143
724	0.01032106506
725	0.01028909678
726	0.01025824381
727	0.01023552257
728	0.01021631035
729	0.01016789091
730	0.01013675419
731	0.0101085065
732	0.01009657889
733	0.01006761799
734	0.01002362069
735	0.01001070623
736	0.009954184753
737	0.009938477611
738	0.009912597703
739	0.009897975963
740	0.009872908388
741	0.009854279843
742	0.009822963376
743	0.009799095245
744	0.009784910642
745	0.009748601638
746	0.009740454221
747	0.009729107983
748	0.009704627034
749	0.009644047831
750	0.009630646777
751	0.009619223402
752	0.009592536792
753	0.009573483513
754	0.00954594927
755	0.009530575539
756	0.009515859623
757	0.009484293947
758	0.009457311295
759	0.009428399972
760	0.009405954602
761	0.009375613894
762	0.009354002841
763	0.009340299466
764	0.009318004158
765	0.009307204955
766	0.00929069406
767	0.009271598249
768	0.009250811704
769	0.009232763263
770	0.009206916667
771	0.00919514355
772	0.009182314391
773	0.009139042155
774	0.00912891728
775	0.009108285706
776	0.009089403174
777	0.009067822717
778	0.009051354725
779	0.009039778349
780	0.00901858995
781	0.009004069643
782	0.008972194506
783	0.008966226223
784	0.008952026936
785	0.008930244558
786	0.008911327117
787	0.008901645199
788	0.008889023346
789	0.008864663922
790	0.008855281086
791	0.008847174299
792	0.008826182111
793	0.008808718855
794	0.008787807197
795	0.008759464134
796	0.008746027697
797	0.008726763866
798	0.00870976515
799	0.00867430415
800	0.008654121243
801	0.0086449009
802	0.008619807864
803	0.008589692709
804	0.008559761473
805	0.008550453528
806	0.008536034888
807	0.00851792625
808	0.008507361837
809	0.008477673232
810	0.008450106659
811	0.008445407534
812	0.008422473675
813	0.008396967823
814	0.008365575861
815	0.008357842759
816	0.008357767227
817	0.008340421901
818	0.008326446423
819	0.008309246585
820	0.008281661277
821	0.008264666001
822	0.00825372986
823	0.008249167746
824	0.008233681344
825	0.00821604864
826	0.00820667385
827	0.008189132809
828	0.008173279501
829	0.008146325732
830	0.008124271335
831	0.008106430653
832	0.008097916089
833	0.00808355145
834	0.008067094981
835	0.008055459409
836	0.008027012581
837	0.008005927527
838	0.007980546007
839	0.007963301787
840	0.007949659543
841	0.007934397534
842	0.007925444238
843	0.007903804171
844	0.007896185436
845	0.007872551964
846	0.007849792669
847	0.007833815078
848	0.007825675955
849	0.007807017086
850	0.007787929518
851	0.007775010812
852	0.007752551793
853	0.007736455409
854	0.007729887336
855	0.007717110286
856	0.007700704857
857	0.007674333307
858	0.007664332093
859	0.007640878899
860	0.007620506441
861	0.007605197116
862	0.007597382886
863	0.007590695264
864	0.007578249142
865	0.007572294358
866	0.007556981047
867	0.007540740369
868	0.00751908124
869	0.007503567235
870	0.007496194578
871	0.007488574383
872	0.007463954645
873	0.007455041923
874	0.00743570212
875	0.007420535642
876	0.007413381393
877	0.007405076909
878	0.007382511043
879	0.007375355853
880	0.007367481077
881	0.007348565659
882	0.007324618339
883	0.007309851642
884	0.007288963966
885	0.007281275008
886	0.007267787897
887	0.007239721872
888	0.007217506915
889	0.007201756006
890	0.007187463678
891	0.007169170607
892	0.007163408463
893	0.007145156686
894	0.007138342868
895	0.00712625719
896	0.00711882832
897	0.00710509978
898	0.007080404929
899	0.007069791158
900	0.007055995293
901	0.007041858038
902	0.007031570344
903	0.007016580395
904	0.00700508509
905	0.00698898241
906	0.006969100337
907	0.006942556016
908	0.00693394468
909	0.006920751925
910	0.006897536538
911	0.006886244728
912	0.00687228755
913	0.006855558319
914	0.006842754536
915	0.006821326794
916	0.006803629683
917	0.006785497838
918	0.006765585746
919	0.006749266688
920	0.006743026111
921	0.006737226055
922	0.006730994141
923	0.006716531476
924	0.006710302509
925	0.006704105473
926	0.006704049437
927	0.00668403389
928	0.006671049564
929	0.006664946026
930	0.006652337197
931	0.006652361515
932	0.006646756521
933	0.006641379592
934	0.006625317691
935	0.006608434415
936	0.006601949374
937	0.006596502012
938	0.006577435543
939	0.006565426568
940	0.006559082637
941	0.006546931237
942	0.006529996501
943	0.006529995299
944	0.006508785139
945	0.006494553307
946	0.006482611006
947	0.006473066012
948	0.006464018721
949	0.006464001423
950	0.006463988515
951	0.006452158928
952	0.006442504255
953	0.006430255293
954	0.006418724467
955	0.006410979351
956	0.006402038072
957	0.006387100996
958	0.006371163603
959	0.006359020394
960	0.006351076022
961	0.006346242869
962	0.006338351926
963	0.006318373373
964	0.006295210999
965	0.006284036891
966	0.006264605756
967	0.006246838946
968	0.006237964796
969	0.006227801846
970	0.006212809513
971	0.006197663847
972	0.006189040946
973	0.006174917022
974	0.006168130278
975	0.006154946505
976	0.006133177358
977	0.006124554027
978	0.00610687565
979	0.006091455425
980	0.006084933957
981	0.006069957569
982	0.006060994135
983	0.006053361619
984	0.006044962668
985	0.00603456321
986	0.006026277679
987	0.006006945527
988	0.005998186784
989	0.005990602685
990	0.00598415517
991	0.005984121711
992	0.005977879938
993	0.005967072753
994	0.005956065774
995	0.005947476052
996	0.005938200931
