iter	Passed	Remaining
188	1303	5592
189	1307	5574
190	1312	5558
191	1317	5545
192	1323	5532
193	1329	5522
194	1334	5507
195	1338	5492
196	1346	5488
197	1352	5476
198	1359	5471
199	1363	5455
200	1368	5439
201	1373	5426
202	1378	5410
203	1382	5395
204	1386	5377
205	1391	5363
206	1395	5347
207	1400	5332
208	1404	5315
209	1408	5300
210	1413	5285
211	1417	5270
212	1422	5255
213	1426	5240
214	1431	5224
215	1435	5209
216	1440	5196
217	1444	5182
218	1449	5170
219	1454	5157
220	1458	5142
221	1463	5129
222	1468	5117
223	1477	5118
224	1484	5111
225	1489	5102
226	1496	5094
227	1503	5091
228	1511	5088
229	1517	5080
230	1524	5076
231	1532	5074
232	1539	5068
233	1545	5058
234	1552	5053
235	1557	5043
236	1562	5031
237	1568	5021
238	1573	5009
239	1578	4997
240	1583	4986
241	1588	4976
242	1593	4964
243	1598	4952
244	1603	4941
245	1609	4932
246	1614	4921
247	1618	4908
248	1623	4895
249	1627	4882
250	1631	4868
251	1635	4855
252	1640	4842
253	1644	4830
254	1649	4818
255	1653	4805
256	1657	4792
257	1661	4778
258	1665	4765
259	1670	4753
260	1674	4740
261	1678	4728
262	1682	4715
263	1687	4703
264	1691	4691
265	1695	4679
266	1699	4666
267	1704	4656
268	1709	4644
269	1713	4632
270	1717	4620
271	1721	4607
272	1725	4595
273	1730	4583
274	1734	4572
275	1738	4560
276	1742	4548
277	1746	4536
278	1750	4524
279	1755	4512
280	1760	4503
281	1764	4492
282	1769	4482
283	1773	4470
284	1777	4459
285	1782	4448
286	1786	4437
287	1790	4427
288	1794	4415
289	1799	4404
290	1803	4393
291	1808	4384
292	1812	4372
293	1816	4361
294	1820	4351
295	1825	4340
296	1829	4330
297	1833	4319
298	1837	4308
299	1841	4297
300	1846	4287
301	1850	4276
302	1854	4266
303	1859	4257
304	1863	4246
305	1867	4236
306	1871	4225
307	1878	4219
308	1883	4211
309	1888	4202
310	1892	4193
311	1897	4184
312	1902	4176
313	1907	4167
314	1912	4159
315	1918	4152
316	1922	4142
317	1927	4133
318	1931	4123
319	1935	4113
320	1940	4104
321	1944	4094
322	1948	4084
323	1952	4073
324	1956	4064
325	1960	4054
326	1965	4044
327	1968	4034
328	1973	4024
329	1977	4014
330	1981	4005
331	1985	3995
332	1989	3985
333	1993	3975
334	1998	3966
335	2002	3957
336	2006	3947
337	2010	3937
338	2014	3928
339	2018	3918
340	2023	3909
341	2027	3900
342	2034	3896
343	2039	3889
344	2043	3880
345	2048	3871
346	2053	3863
347	2058	3855
348	2073	3867
349	2078	3860
350	2087	3860
351	2093	3853
352	2097	3844
353	2102	3836
354	2106	3827
355	2111	3819
356	2115	3809
357	2119	3801
358	2125	3794
359	2129	3785
360	2133	3776
361	2137	3768
362	2142	3759
363	2146	3751
364	2151	3742
365	2156	3735
366	2162	3730
367	2168	3724
368	2173	3716
369	2179	3710
370	2186	3707
371	2193	3702
372	2200	3698
373	2205	3691
374	2212	3686
375	2217	3679
376	2222	3672
377	2227	3664
378	2232	3657
379	2237	3650
380	2241	3642
381	2248	3637
382	2253	3630
383	2259	3624
384	2264	3617
385	2269	3609
386	2274	3602
387	2279	3595
388	2283	3587
389	2288	3579
390	2292	3571
391	2296	3562
392	2301	3554
393	2307	3548
394	2312	3542
395	2318	3535
396	2323	3528
397	2328	3522
398	2333	3514
399	2338	3507
400	2344	3501
401	2349	3495
402	2354	3487
403	2362	3485
404	2370	3482
405	2376	3477
406	2382	3471
407	2387	3464
408	2394	3459
409	2400	3453
410	2405	3446
411	2410	3440
412	2415	3432
413	2420	3425
414	2424	3418
415	2429	3410
416	2433	3402
417	2438	3394
418	2442	3387
419	2447	3379
420	2451	3371
421	2455	3363
422	2460	3356
423	2464	3348
424	2469	3340
425	2474	3333
426	2478	3326
427	2483	3318
428	2489	3314
429	2494	3306
430	2500	3300
431	2505	3293
432	2510	3287
433	2515	3280
434	2519	3272
435	2524	3265
436	2529	3258
437	2533	3250
438	2537	3243
439	2543	3237
440	2549	3231
441	2554	3224
442	2558	3217
443	2563	3209
444	2567	3201
445	2571	3193
446	2576	3187
447	2580	3180
448	2585	3172
449	2589	3165
450	2593	3157
451	2598	3150
452	2602	3142
453	2606	3135
454	2611	3128
455	2616	3121
456	2620	3113
457	2625	3106
458	2629	3099
459	2633	3091
460	2638	3084
461	2642	3077
462	2647	3070
463	2652	3063
464	2656	3056
465	2660	3048
466	2665	3041
467	2669	3034
468	2674	3027
469	2678	3020
470	2683	3013
471	2688	3007
472	2692	2999
473	2696	2992
474	2701	2985
475	2705	2978
476	2710	2971
477	2715	2965
478	2720	2958
479	2724	2951
480	2729	2944
481	2733	2937
482	2737	2930
483	2742	2923
484	2747	2917
485	2751	2909
486	2756	2903
487	2760	2896
488	2764	2889
489	2768	2881
490	2772	2874
491	2777	2867
492	2782	2861
493	2787	2855
494	2792	2848
495	2796	2842
496	2801	2835
497	2806	2829
498	2812	2823
499	2817	2817
500	2822	2811
501	2828	2805
502	2832	2798
503	2837	2792
504	2841	2785
505	2846	2778
506	2850	2771
507	2855	2765
508	2859	2758
509	2864	2751
510	2869	2745
511	2873	2738
512	2877	2731
513	2882	2725
514	2887	2719
515	2891	2712
516	2896	2706
517	2902	2700
518	2908	2695
519	2913	2689
520	2918	2683
521	2924	2677
522	2931	2673
523	2936	2667
524	2941	2661
525	2948	2656
526	2956	2653
527	2962	2647
528	2968	2643
529	2977	2640
530	2982	2634
531	2988	2629
532	2994	2623
533	2999	2617
534	3004	2611
535	3012	2607
536	3020	2603
537	3027	2599
538	3033	2594
539	3039	2589
540	3044	2583
541	3051	2578
542	3058	2574
543	3069	2572
544	3078	2569
545	3082	2563
546	3088	2557
547	3092	2551
548	3098	2545
549	3102	2538
550	3107	2532
551	3111	2525
552	3116	2518
553	3120	2512
554	3124	2505
555	3129	2499
556	3134	2492
557	3139	2486
558	3144	2480
559	3149	2474
560	3154	2468
561	3160	2463
562	3164	2456
563	3170	2450
564	3174	2443
565	3178	2437
566	3185	2432
567	3191	2426
568	3196	2420
569	3202	2415
570	3208	2410
571	3212	2403
572	3218	2398
573	3223	2392
574	3228	2386
575	3233	2380
576	3239	2375
577	3247	2370
578	3254	2366
579	3260	2361
580	3265	2355
581	3272	2350
582	3279	2345
583	3286	2340
584	3293	2336
585	3298	2330
586	3303	2324
587	3308	2318
588	3314	2312
589	3319	2306
590	3324	2300
591	3329	2294
592	3334	2288
593	3339	2282
594	3346	2278
595	3352	2272
596	3357	2266
597	3363	2260
598	3368	2254
599	3373	2248
600	3377	2242
601	3383	2236
602	3387	2230
603	3392	2224
604	3397	2218
605	3402	2211
606	3407	2206
607	3411	2199
608	3416	2193
609	3421	2187
610	3427	2181
611	3432	2176
612	3437	2170
613	3443	2164
614	3448	2158
615	3454	2153
616	3460	2148
617	3465	2142
618	3472	2137
619	3479	2132
620	3484	2126
621	3490	2120
622	3496	2116
623	3502	2110
624	3509	2105
625	3516	2100
626	3524	2096
627	3530	2091
628	3538	2087
629	3545	2082
630	3552	2077
631	3561	2073
632	3572	2071
633	3583	2068
634	3593	2065
635	3600	2060
636	3607	2055
637	3614	2051
638	3618	2044
639	3624	2038
640	3631	2033
641	3636	2027
642	3642	2022
643	3647	2016
644	3654	2011
645	3660	2005
646	3668	2001
647	3677	1997
648	3685	1992
649	3691	1987
650	3697	1982
651	3702	1976
652	3708	1970
653	3715	1965
654	3722	1960
655	3728	1955
656	3734	1949
657	3740	1944
658	3748	1939
659	3762	1938
660	3778	1937
661	3788	1934
662	3796	1929
663	3802	1924
664	3807	1918
665	3813	1912
666	3819	1906
667	3824	1900
668	3831	1895
669	3837	1890
670	3844	1884
671	3849	1878
672	3855	1873
673	3864	1869
674	3873	1864
675	3880	1859
676	3888	1854
677	3896	1850
678	3908	1847
679	3914	1842
680	3921	1837
681	3928	1831
682	3935	1826
683	3942	1821
684	3948	1815
685	3955	1810
686	3961	1805
687	3967	1799
688	3975	1794
689	3982	1789
690	3988	1783
691	3995	1778
692	4003	1773
693	4009	1767
694	4018	1763
695	4024	1757
696	4032	1752
697	4038	1747
698	4046	1742
699	4054	1737
700	4067	1735
701	4077	1731
702	4084	1725
703	4090	1719
704	4097	1714
705	4105	1709
706	4110	1703
707	4116	1697
708	4123	1692
709	4129	1686
710	4134	1680
711	4138	1674
712	4143	1667
713	4150	1662
714	4155	1656
715	4161	1650
716	4165	1644
717	4171	1638
718	4177	1632
719	4185	1627
720	4190	1621
721	4198	1616
722	4202	1610
723	4207	1603
724	4212	1597
725	4218	1591
726	4223	1585
727	4229	1580
728	4238	1575
729	4244	1569
730	4250	1564
731	4256	1558
732	4261	1552
733	4265	1545
734	4270	1539
735	4275	1533
736	4280	1527
737	4284	1521
738	4288	1514
739	4294	1508
740	4299	1502
741	4303	1496
742	4309	1490
743	4315	1484
744	4321	1479
745	4325	1472
746	4329	1466
747	4334	1460
748	4340	1454
749	4344	1448
750	4350	1442
751	4354	1436
752	4360	1430
753	4365	1424
754	4381	1421
755	4401	1420
756	4414	1417
757	4425	1412
758	4433	1407
759	4442	1402
760	4448	1397
761	4458	1392
762	4471	1388
763	4478	1383
764	4487	1378
765	4494	1372
766	4503	1368
767	4522	1366
768	4531	1361
769	4541	1356
770	4548	1350
771	4555	1345
772	4560	1339
773	4567	1333
774	4574	1327
775	4581	1322
776	4587	1316
777	4594	1311
778	4600	1305
779	4606	1299
780	4612	1293
781	4619	1287
782	4627	1282
783	4644	1279
784	4655	1275
785	4666	1270
786	4676	1265
787	4687	1261
788	4699	1256
789	4714	1253
790	4724	1248
791	4733	1243
792	4742	1237
793	4748	1232
794	4755	1226
795	4762	1220
796	4769	1214
797	4778	1209
798	4786	1203
799	4792	1198
800	4798	1192
801	4805	1186
802	4812	1180
803	4819	1174
804	4829	1169
805	4836	1164
806	4845	1158
807	4855	1153
808	4868	1149
809	4882	1145
810	4901	1142
811	4914	1137
812	4921	1131
813	4928	1126
814	4934	1120
815	4942	1114
816	4948	1108
817	4953	1102
818	4959	1095
819	4966	1090
820	4978	1085
821	4998	1082
822	5012	1078
823	5019	1072
824	5025	1065
825	5033	1060
826	5041	1054
827	5046	1048
828	5054	1042
829	5060	1036
830	5067	1030
831	5074	1024
832	5079	1018
833	5085	1012
834	5090	1006
835	5097	999
836	5102	993
837	5107	987
838	5113	981
839	5118	975
840	5126	969
841	5133	963
842	5139	957
843	5146	951
844	5155	945
845	5161	939
846	5168	933
847	5181	928
848	5188	922
849	5196	916
850	5203	911
851	5211	905
852	5231	901
853	5239	895
854	5246	889
855	5255	884
856	5266	878
857	5273	872
858	5285	867
859	5294	861
860	5302	856
861	5311	850
862	5319	844
863	5329	838
864	5338	833
865	5351	827
866	5363	822
867	5396	820
868	5406	814
869	5414	809
870	5423	803
871	5432	797
872	5439	791
873	5446	785
874	5479	782
875	5507	779
876	5521	774
877	5530	768
878	5538	762
879	5549	756
880	5557	750
881	5565	744
882	5576	738
883	5582	732
884	5589	726
885	5595	719
886	5602	713
887	5609	707
888	5614	701
889	5619	694
890	5625	688
891	5632	681
892	5638	675
893	5644	669
894	5652	663
895	5659	656
896	5665	650
897	5672	644
898	5677	637
899	5685	631
900	5696	625
901	5723	621
902	5733	615
903	5740	609
904	5748	603
905	5755	597
906	5760	590
907	5766	584
908	5774	578
909	5780	571
910	5788	565
911	5798	559
912	5805	553
913	5812	546
914	5818	540
915	5823	533
916	5827	527
917	5832	520
918	5841	514
919	5847	508
920	5854	502
921	5860	495
922	5868	489
923	5876	483
924	5881	476
925	5886	470
926	5893	464
927	5899	457
928	5904	451
929	5911	444
930	5915	438
931	5921	432
932	5927	425
933	5934	419
934	5939	412
935	5945	406
936	5953	400
937	5961	394
938	5969	387
939	5976	381
940	5985	375
941	5992	368
942	5998	362
943	6008	356
944	6023	350
945	6038	344
946	6054	338
947	6061	332
948	6066	326
949	6071	319
950	6077	313
951	6082	306
952	6087	300
953	6092	293
954	6100	287
955	6107	281
956	6112	274
957	6117	268
958	6121	261
959	6126	255
960	6132	248
961	6138	242
962	6144	236
963	6149	229
964	6154	223
965	6160	216
966	6164	210
967	6169	203
968	6174	197
969	6178	191
970	6183	184
971	6187	178
972	6191	171
973	6197	165
974	6202	159
975	6208	152
976	6213	146
977	6218	139
978	6222	133
979	6226	127
980	6231	120
981	6235	114
982	6240	107
983	6246	101
984	6251	95
985	6256	88
986	6261	82
987	6265	76
988	6271	69
989	6277	63
990	6282	57
991	6286	50
992	6290	44
993	6296	38
994	6302	31
995	6306	25
996	6311	18
997	6317	12
998	6321	6
999	6325	0
